time	02_Sample_Exc=300nm_Em=450nm_T=700K_I=10mkA_Fon=201.txt_dt=_DT=3s
2171.894	0
2182.336	0
2192.778	0
2203.220	0
2213.662	0
2224.103	0
2234.545	0
2244.987	0
2255.429	0
2265.871	0
2276.312	0
2286.754	0
2297.196	0
2307.638	0
2318.080	0
2328.521	0
2338.963	0
2349.405	0
2359.847	0
2370.289	0
2380.730	0
2391.172	0
2401.614	0
2412.056	0
2422.498	0
2432.939	0
2443.381	0
2453.823	0
2464.265	0
2474.707	0
2485.148	0
2495.590	0
2506.032	0
2516.474	0
2526.916	0
2537.357	0
2547.799	0
2558.241	0
2568.683	0
2579.125	0
2589.566	0
2600.008	0
2610.450	0
2620.892	0
2631.334	0
2641.775	0
2652.217	0
2662.659	0
2673.101	0
2683.543	0
2693.984	0
2704.426	0
2714.868	0
2725.310	0
2735.752	0
2746.193	0
2756.635	0
2767.077	0
2777.519	0
2787.961	0
2798.402	0
2808.844	0
2819.286	0
2829.728	0
2840.170	0
2850.611	0
2861.053	0
2871.495	0
2881.937	0
2892.379	0
2902.820	0
2913.262	0
2923.704	0
2934.146	0
2944.588	0
2955.029	0
2965.471	0
2975.913	0
2986.355	0
2996.797	0
3007.238	0
3017.680	0
3028.122	0
3038.564	0
3049.006	0
3059.447	0
3069.889	0
3080.331	0
3090.773	0
3101.215	0
3111.656	0
3122.098	0
3132.540	0
3142.982	0
3153.424	0
3163.865	0
3174.307	0
3184.749	0
3195.191	0
3205.633	0
3216.074	0
3226.516	0
3236.958	0
3247.400	0
3257.842	0
3268.283	0
3278.725	0
3289.167	0
3299.609	0
3310.051	0
3320.492	0
3330.934	0
3341.376	0
3351.818	0
3362.260	0
3372.701	0
3383.143	0
3393.585	0
3404.027	0
3414.469	0
3424.910	0
3435.352	0
3445.794	0
3456.236	0
3466.678	0
3477.119	0
3487.561	0
3498.003	0
3508.445	0
3518.887	0
3529.328	0
3539.770	0
3550.212	0
3560.654	0
3571.096	0
3581.537	0
3591.979	0
3602.421	0
3612.863	0
3623.305	0
3633.746	0
3644.188	0
3654.630	0
3665.072	0
3675.514	0
3685.955	0
3696.397	0
3706.839	0
3717.281	0
3727.723	0
3738.164	0
3748.606	0
3759.048	0
3769.490	0
3779.932	0
3790.373	0
3800.815	0
3811.257	0
3821.699	0
3832.141	0
3842.582	0
3853.024	0
3863.466	0
3873.908	0
3884.350	0
3894.791	0
3905.233	0
3915.675	0
3926.117	0
3936.559	0
3947.000	0
3957.442	0
3967.884	0
3978.326	0
3988.768	0
3999.209	0
4009.651	0
4020.093	0
4030.535	0
4040.977	0
4051.418	0
4061.860	0
4072.302	0
4082.744	0
4093.186	0
4103.627	0
4114.069	0
4124.511	0
4134.953	0
4145.395	0
4155.836	0
4166.278	0
4176.720	0
4187.162	0
4197.604	0
4208.045	0
4218.487	0
4228.929	0
4239.371	0
4249.813	0
4260.254	0
4270.696	0
4281.138	0
4291.580	317
4302.022	1
4312.463	0
4322.905	0
4333.347	0
4343.789	0
4354.231	0
4364.672	0
4375.114	0
4385.556	0
4395.998	0
4406.440	0
4416.881	0
4427.323	0
4437.765	0
4448.207	0
4458.649	0
4469.090	0
4479.532	0
4489.974	0
4500.416	0
4510.858	0
4521.299	0
4531.741	0
4542.183	0
4552.625	0
4563.067	0
4573.508	0
4583.950	0
4594.392	0
4604.834	0
4615.276	0
4625.717	0
4636.159	0
4646.601	0
4657.043	0
4667.485	0
4677.926	0
4688.368	0
4698.810	0
4709.252	0
4719.694	0
4730.135	0
4740.577	0
4751.019	0
4761.461	0
4771.903	0
4782.344	0
4792.786	0
4803.228	0
4813.670	0
4824.112	0
4834.553	0
4844.995	0
4855.437	0
4865.879	0
4876.321	0
4886.762	0
4897.204	0
4907.646	0
4918.088	0
4928.530	0
4938.971	0
4949.413	0
4959.855	0
4970.297	0
4980.739	0
4991.180	0
5001.622	0
5012.064	0
5022.506	0
5032.948	0
5043.389	0
5053.831	0
5064.273	0
5074.715	0
5085.157	0
5095.598	0
5106.040	0
5116.482	0
5126.924	0
5137.366	0
5147.807	0
5158.249	0
5168.691	0
5179.133	0
5189.575	0
5200.016	0
5210.458	0
5220.900	0
5231.342	0
5241.784	0
5252.225	0
5262.667	0
5273.109	0
5283.551	0
5293.993	0
5304.434	0
5314.876	0
5325.318	0
5335.760	0
