nm	02_Sample_Exc=300nm_Em=450nm_T=300K_I=10mkA_Fon=201.txt
709.000	49995.5	0.0
710.998	49996.0	0.0
712.996	49996.0	0.0
714.994	49995.5	0.0
719.992	49996.0	0.0
724.990	49996.0	0.0
729.988	49996.0	0.0
734.986	49996.0	0.0
739.984	49995.5	0.0
749.983	49996.0	0.0
759.982	49996.0	0.0
769.981	49996.0	0.0
779.980	49996.0	0.0
789.979	49996.0	0.0
799.978	49996.0	0.0
799.999	49996.0	0.0
