time	02_Sample_Exc=300nm_Em=450nm_T=700K_I=10mkA_Fon=201.txt_dt=_DT=4s
223.423	0
224.378	0
225.333	0
226.288	0
227.242	0
228.197	0
229.152	0
230.107	0
231.062	0
232.016	0
232.971	0
233.926	0
234.881	0
235.836	0
236.790	0
237.745	0
238.700	0
239.655	0
240.610	0
241.564	0
242.519	0
243.474	0
244.429	0
245.384	0
246.338	0
247.293	0
248.248	0
249.203	0
250.158	0
251.112	0
252.067	0
253.022	0
253.977	0
254.932	0
255.886	0
256.841	0
257.796	0
258.751	0
259.706	0
260.660	0
261.615	0
262.570	0
263.525	0
264.480	0
265.434	0
266.389	0
267.344	0
268.299	0
269.254	0
270.208	0
271.163	0
272.118	0
273.073	0
274.028	0
274.982	0
275.937	0
276.892	0
277.847	0
278.802	0
279.756	0
280.711	0
281.666	0
282.621	0
283.576	0
284.530	0
285.485	0
286.440	0
287.395	0
288.350	0
289.304	0
290.259	0
291.214	0
292.169	0
293.124	0
294.078	0
295.033	0
295.988	0
296.943	0
297.898	0
298.852	0
299.807	0
300.762	0
301.717	0
302.672	0
303.626	0
304.581	0
305.536	0
306.491	0
307.446	0
308.400	0
309.355	0
310.310	0
311.265	0
312.220	0
313.174	0
314.129	0
315.084	0
316.039	0
316.994	0
317.948	0
318.903	0
319.858	0
320.813	0
321.768	0
322.722	0
323.677	0
324.632	0
325.587	0
326.542	0
327.496	0
328.451	0
329.406	0
330.361	0
331.316	0
332.270	0
333.225	0
334.180	0
335.135	0
336.090	0
337.044	0
337.999	0
338.954	0
339.909	0
340.864	0
341.818	0
342.773	0
343.728	0
344.683	0
345.638	0
346.592	0
347.547	0
348.502	0
349.457	0
350.412	0
351.366	0
352.321	0
353.276	0
354.231	0
355.186	0
356.140	0
357.095	0
358.050	0
359.005	0
359.960	0
360.914	0
361.869	0
362.824	0
363.779	0
364.734	0
365.688	0
366.643	0
367.598	0
368.553	0
369.508	0
370.462	0
371.417	0
372.372	0
373.327	0
374.282	0
375.236	0
376.191	0
377.146	0
378.101	0
379.056	0
380.010	0
380.965	0
381.920	0
382.875	0
383.830	0
384.784	0
385.739	0
386.694	0
387.649	0
388.604	0
389.558	0
390.513	0
391.468	0
392.423	0
393.378	0
394.332	0
395.287	0
396.242	0
397.197	0
398.152	0
399.106	0
400.061	0
401.016	0
401.971	0
402.926	0
403.880	0
404.835	0
405.790	0
406.745	0
407.700	0
408.654	0
409.609	0
410.564	0
411.519	0
412.474	0
413.428	0
414.383	0
415.338	0
416.293	0
417.248	0
418.202	0
419.157	0
420.112	0
421.067	0
422.022	0
422.976	0
423.931	0
424.886	0
425.841	0
426.796	0
427.750	0
428.705	0
429.660	0
430.615	0
431.570	0
432.524	0
433.479	0
434.434	0
435.389	0
436.344	0
437.298	0
438.253	0
439.208	0
440.163	0
441.118	0
442.072	0
443.027	0
443.982	0
444.937	0
445.892	0
446.846	0
447.801	0
448.756	0
449.711	0
450.666	0
451.620	0
452.575	0
453.530	0
454.485	0
455.440	0
456.394	0
457.349	0
458.304	0
459.259	0
460.214	0
461.168	0
462.123	0
463.078	0
464.033	0
464.988	0
465.942	0
466.897	0
467.852	0
468.807	0
469.762	0
470.716	0
471.671	0
472.626	0
473.581	0
474.536	0
475.490	0
476.445	0
477.400	0
478.355	0
479.310	0
480.264	0
481.219	0
482.174	0
483.129	0
484.084	0
485.038	0
485.993	0
486.948	0
487.903	0
