time	02_Sample_Exc=300nm_Em=450nm_T=700K_I=10mkA_Fon=201.txt_dt=_DT=7s
1722.897	0
1728.118	0
1733.339	0
1738.560	0
1743.781	0
1749.002	0
1754.222	0
1759.443	0
1764.664	0
1769.885	0
1775.106	0
1780.327	0
1785.548	0
1790.769	0
1795.990	0
1801.211	0
1806.431	0
1811.652	0
1816.873	0
1822.094	0
1827.315	0
1832.536	0
1837.757	0
1842.978	0
1848.199	0
1853.420	0
1858.640	0
1863.861	0
1869.082	0
1874.303	0
1879.524	0
1884.745	0
1889.966	0
1895.187	0
1900.408	0
1905.629	0
1910.849	0
1916.070	0
1921.291	0
1926.512	0
1931.733	0
1936.954	0
1942.175	0
1947.396	0
1952.617	0
1957.838	0
1963.058	0
1968.279	0
1973.500	0
1978.721	0
1983.942	0
1989.163	0
1994.384	0
1999.605	0
2004.826	0
2010.047	0
2015.267	0
2020.488	0
2025.709	0
2030.930	0
2036.151	0
2041.372	0
2046.593	0
2051.814	0
2057.035	0
2062.256	0
2067.476	0
2072.697	0
2077.918	0
2083.139	0
2088.360	0
2093.581	0
2098.802	0
2104.023	0
2109.244	0
2114.465	0
2119.685	0
2124.906	0
2130.127	0
2135.348	0
2140.569	0
2145.790	0
2151.011	0
2156.232	0
2161.453	0
2166.674	0
2171.894	0
2177.115	0
2182.336	0
2187.557	0
2192.778	0
2197.999	0
2203.220	0
2208.441	0
2213.662	0
2218.883	0
2224.103	0
2229.324	0
2234.545	0
2239.766	0
2244.987	0
2250.208	0
2255.429	0
2260.650	0
2265.871	0
2271.092	0
2276.312	0
2281.533	0
2286.754	0
2291.975	0
2297.196	0
2302.417	0
2307.638	0
2312.859	0
2318.080	0
2323.301	0
2328.521	0
2333.742	0
2338.963	0
2344.184	0
2349.405	0
2354.626	0
2359.847	0
2365.068	0
2370.289	0
2375.510	0
2380.730	0
2385.951	0
2391.172	0
2396.393	0
2401.614	0
2406.835	0
2412.056	0
2417.277	0
2422.498	0
2427.719	0
2432.939	0
2438.160	0
2443.381	0
2448.602	0
2453.823	0
2459.044	0
2464.265	0
2469.486	0
2474.707	0
2479.928	0
2485.148	0
2490.369	0
2495.590	0
2500.811	0
2506.032	0
2511.253	0
2516.474	0
2521.695	0
2526.916	0
2532.137	0
2537.357	0
2542.578	0
2547.799	0
2553.020	0
2558.241	0
2563.462	0
2568.683	0
2573.904	0
2579.125	0
2584.346	0
2589.566	0
2594.787	0
2600.008	0
2605.229	0
2610.450	0
2615.671	0
2620.892	0
2626.113	0
2631.334	0
2636.555	0
2641.775	0
2646.996	0
2652.217	0
2657.438	0
2662.659	0
2667.880	0
2673.101	0
2678.322	0
2683.543	0
2688.764	0
2693.984	0
2699.205	0
2704.426	0
2709.647	0
2714.868	0
2720.089	0
2725.310	0
2730.531	0
2735.752	0
2740.973	0
2746.193	0
2751.414	0
2756.635	0
2761.856	0
2767.077	0
2772.298	0
2777.519	0
2782.740	0
2787.961	0
2793.182	0
2798.402	0
2803.623	0
2808.844	0
2814.065	0
2819.286	0
2824.507	0
2829.728	0
2834.949	0
2840.170	0
2845.391	0
2850.611	0
2855.832	0
2861.053	0
2866.274	0
2871.495	0
2876.716	0
2881.937	0
2887.158	0
2892.379	0
2897.600	0
2902.820	0
2908.041	0
2913.262	0
2918.483	0
2923.704	0
2928.925	0
2934.146	0
2939.367	0
2944.588	0
2949.809	0
2955.029	0
2960.250	0
2965.471	0
2970.692	0
2975.913	0
2981.134	0
2986.355	0
2991.576	0
2996.797	0
3002.018	0
3007.238	0
3012.459	0
3017.680	0
3022.901	0
3028.122	0
3033.343	0
3038.564	0
3043.785	0
3049.006	0
3054.227	0
3059.447	0
3064.668	0
3069.889	0
3075.110	0
3080.331	0
3085.552	0
3090.773	0
3095.994	0
3101.215	0
3106.436	0
3111.656	0
3116.877	0
3122.098	0
3127.319	0
3132.540	0
3137.761	0
3142.982	0
3148.203	0
3153.424	0
3158.645	0
3163.865	0
3169.086	0
3174.307	0
3179.528	0
3184.749	0
3189.970	0
3195.191	0
3200.412	0
3205.633	0
3210.854	0
3216.074	0
3221.295	0
3226.516	0
3231.737	0
3236.958	0
3242.179	0
3247.400	0
3252.621	0
3257.842	0
3263.063	0
3268.283	0
3273.504	0
3278.725	0
3283.946	0
3289.167	0
3294.388	0
3299.609	0
3304.830	0
3310.051	0
3315.272	0
3320.492	0
3325.713	0
3330.934	0
3336.155	0
3341.376	0
3346.597	0
3351.818	0
3357.039	0
3362.260	0
3367.481	0
3372.701	0
3377.922	0
3383.143	0
3388.364	0
3393.585	0
3398.806	0
3404.027	0
3409.248	0
3414.469	0
3419.690	0
3424.910	0
3430.131	0
3435.352	0
3440.573	0
3445.794	0
3451.015	0
3456.236	0
3461.457	0
3466.678	0
3471.899	0
3477.119	0
3482.340	0
3487.561	0
3492.782	0
3498.003	0
3503.224	0
3508.445	0
3513.666	0
3518.887	0
3524.108	0
3529.328	0
3534.549	0
3539.770	0
3544.991	0
3550.212	0
3555.433	0
3560.654	0
3565.875	0
3571.096	0
3576.317	0
3581.537	0
3586.758	0
3591.979	0
3597.200	0
3602.421	0
3607.642	0
3612.863	0
3618.084	0
3623.305	0
3628.526	0
3633.746	0
3638.967	0
3644.188	0
3649.409	0
3654.630	0
3659.851	0
3665.072	0
3670.293	0
3675.514	0
3680.735	0
3685.955	0
3691.176	0
3696.397	0
3701.618	0
3706.839	0
3712.060	0
3717.281	0
3722.502	0
3727.723	0
3732.944	0
3738.164	0
3743.385	0
3748.606	0
3753.827	0
3759.048	0
3764.269	0
3769.490	0
3774.711	0
3779.932	0
3785.153	0
3790.373	0
3795.594	0
3800.815	0
3806.036	0
3811.257	0
3816.478	0
3821.699	0
3826.920	0
3832.141	0
3837.362	0
3842.582	0
3847.803	0
3853.024	0
3858.245	0
3863.466	0
3868.687	0
3873.908	0
3879.129	0
3884.350	0
3889.571	0
3894.791	0
3900.012	0
3905.233	0
3910.454	0
3915.675	0
3920.896	0
3926.117	0
3931.338	0
3936.559	0
3941.780	0
3947.000	0
3952.221	0
3957.442	0
3962.663	0
3967.884	0
3973.105	0
3978.326	0
3983.547	0
3988.768	0
3993.989	0
3999.209	0
4004.430	0
4009.651	0
4014.872	0
4020.093	0
4025.314	0
4030.535	0
4035.756	0
4040.977	0
4046.198	0
4051.418	0
4056.639	0
4061.860	0
4067.081	0
4072.302	0
4077.523	0
4082.744	0
4087.965	0
4093.186	0
4098.407	0
4103.627	0
4108.848	0
4114.069	0
4119.290	0
4124.511	0
4129.732	0
4134.953	0
4140.174	0
4145.395	0
4150.616	0
4155.836	0
4161.057	0
4166.278	0
4171.499	0
4176.720	0
4181.941	0
4187.162	0
4192.383	0
4197.604	0
4202.825	0
4208.045	0
4213.266	0
4218.487	0
4223.708	0
4228.929	0
4234.150	0
4239.371	0
4244.592	0
4249.813	0
4255.034	0
4260.254	0
4265.475	0
4270.696	0
4275.917	0
4281.138	0
4286.359	0
4291.580	0
4296.801	602
4302.022	58
4307.243	0
4312.463	0
4317.684	0
4322.905	0
4328.126	0
4333.347	0
4338.568	0
4343.789	0
4349.010	0
4354.231	0
4359.452	0
4364.672	0
4369.893	0
4375.114	0
4380.335	0
4385.556	0
4390.777	0
4395.998	0
4401.219	0
4406.440	0
4411.661	0
4416.881	0
4422.102	0
4427.323	0
4432.544	0
4437.765	0
4442.986	0
4448.207	0
4453.428	0
4458.649	0
4463.870	0
4469.090	0
4474.311	0
4479.532	0
4484.753	0
4489.974	0
4495.195	0
4500.416	0
4505.637	0
4510.858	0
4516.079	0
4521.299	0
4526.520	0
4531.741	0
4536.962	0
4542.183	0
4547.404	0
4552.625	0
4557.846	0
4563.067	0
4568.288	0
4573.508	0
4578.729	0
4583.950	0
4589.171	0
4594.392	0
4599.613	0
4604.834	0
4610.055	0
4615.276	0
4620.497	0
4625.717	0
4630.938	0
4636.159	0
4641.380	0
4646.601	0
4651.822	0
4657.043	0
4662.264	0
4667.485	0
4672.706	0
4677.926	0
4683.147	0
4688.368	0
4693.589	0
4698.810	0
4704.031	0
4709.252	0
4714.473	0
4719.694	0
4724.915	0
4730.135	0
4735.356	0
4740.577	0
4745.798	0
4751.019	0
4756.240	0
4761.461	0
4766.682	0
4771.903	0
4777.124	0
4782.344	0
4787.565	0
4792.786	0
4798.007	0
4803.228	0
4808.449	0
4813.670	0
4818.891	0
4824.112	0
4829.333	0
4834.553	0
4839.774	0
4844.995	0
4850.216	0
4855.437	0
4860.658	0
4865.879	0
4871.100	0
4876.321	0
4881.542	0
4886.762	0
4891.983	0
4897.204	0
4902.425	0
4907.646	0
4912.867	0
4918.088	0
4923.309	0
4928.530	0
4933.751	0
4938.971	0
4944.192	0
4949.413	0
4954.634	0
4959.855	0
4965.076	0
4970.297	0
4975.518	0
4980.739	0
4985.960	0
4991.180	0
4996.401	0
5001.622	0
5006.843	0
5012.064	0
5017.285	0
5022.506	0
5027.727	0
5032.948	0
5038.169	0
5043.389	0
5048.610	0
5053.831	0
5059.052	0
5064.273	0
5069.494	0
5074.715	0
5079.936	0
5085.157	0
5090.378	0
5095.598	0
5100.819	0
5106.040	0
5111.261	0
5116.482	0
5121.703	0
5126.924	0
5132.145	0
5137.366	0
5142.587	0
5147.807	0
5153.028	0
5158.249	0
5163.470	0
5168.691	0
5173.912	0
5179.133	0
5184.354	0
5189.575	0
5194.796	0
5200.016	0
5205.237	0
5210.458	0
5215.679	0
5220.900	0
5226.121	0
5231.342	0
5236.563	0
5241.784	0
5247.005	0
5252.225	0
5257.446	0
5262.667	0
5267.888	0
5273.109	0
5278.330	0
5283.551	0
5288.772	0
5293.993	0
5299.214	0
5304.434	0
5309.655	0
5314.876	0
5320.097	0
5325.318	0
5330.539	0
5335.760	0
5340.981	0
